huc_12,subwatershed_description,rps_slope_mean,rps_elevation_mean,acres,sq_mile,states,huc_2,huc_4,huc_6,huc_8,huc_10,region_description,subregion_description,basin_description,subbasin_description,watershed_description
020502010201,upper_anderson_creek,5.83,1916.43,31111.01,48.61,pa,02,0205,020502,02050201,0205020102,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,anderson_creek
020502010202,lower_anderson_creek,7.57,1728.48,18710.69,29.23,pa,02,0205,020502,02050201,0205020102,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,anderson_creek
020502010301,headwaters_clearfield_creek,6.23,1946.4,36364.08,56.81,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010302,slate_lick_run,5.82,1592.82,13381.08,20.9,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010303,glendale_dam-beaverdam_run,6.58,1656.68,18040.07,28.18,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010304,upper_clearfield_creek,6.4,1866.33,31530.24,49.26,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010305,south_witmer_run-north_witmer_run,6.86,1720.36,19724.76,30.81,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010306,muddy_run,5.64,1685.52,22606.08,35.32,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010307,middle_clearfield_creek,7,1564.81,18558.64,28.99,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010308,lower_clearfield_creek,7.08,1609.05,31251.98,48.83,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010309,little_clearfield_creek,8.21,1538.8,28466.86,44.47,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010310,morgan_run-lower_clearfield_creek,7.81,1621.34,31975.7,49.96,pa,02,0205,020502,02050201,0205020103,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,clearfield_creek
020502010401,headwaters_west_branch_susquehanna_river,8.87,1752.4,29679.32,46.37,pa,02,0205,020502,02050201,0205020104,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502010402,cush_creek,8.74,1648.51,13702.33,21.4,pa,02,0205,020502,02050201,0205020104,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502010403,beaver_run-west_branch_susquehanna_river,5.59,1558.69,36216.82,56.58,pa,02,0205,020502,02050201,0205020104,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502010404,bear_run,6.85,1772.39,12378.51,19.34,pa,02,0205,020502,02050201,0205020104,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502010405,bell_run,9.86,1688.35,10557.19,16.49,pa,02,0205,020502,02050201,0205020104,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502010406,deer_run-west_branch_susquehanna_river,8.34,1648.15,39526.43,61.76,pa,02,0205,020502,02050201,0205020104,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502010407,montgomery_creek,8.22,1862.23,10559.49,16.49,pa,02,0205,020502,02050201,0205020104,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502010408,curwensville_dam-west_branch_susquehanna_river,8.11,1485.38,35524.05,55.5,pa,02,0205,020502,02050201,0205020104,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502010501,beaver_run,5.5,1672.73,12154.54,18.99,pa,02,0205,020502,02050201,0205020105,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,moshannon_creek
020502010502,upper_moshannon_creek,6.18,1892.68,22143,34.59,pa,02,0205,020502,02050201,0205020105,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,moshannon_creek
020502010503,laurel_run,5.67,1710.42,14063.65,21.97,pa,02,0205,020502,02050201,0205020105,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,moshannon_creek
020502010504,cold_stream,6.52,1944.21,13863.46,21.66,pa,02,0205,020502,02050201,0205020105,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,moshannon_creek
020502010505,sixmile_run,6.52,1954.41,11195.51,17.49,pa,02,0205,020502,02050201,0205020105,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,moshannon_creek
020502010506,middle_moshannon_creek,5.43,1671.59,41679.89,65.12,pa,02,0205,020502,02050201,0205020105,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,moshannon_creek
020502010507,black_moshannon_creek,6.18,1892.46,35608.75,55.63,pa,02,0205,020502,02050201,0205020105,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,moshannon_creek
020502010508,lower_moshannon_creek,7.74,1527.71,24846.38,38.82,pa,02,0205,020502,02050201,0205020105,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,moshannon_creek
020502010601,headwaters_mosquito_creek,4.79,1940.43,16281,25.43,pa,02,0205,020502,02050201,0205020106,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,mosquito_creek
020502010602,gifford_run-mosquito_creek,7.26,1740.91,29395.31,45.93,pa,02,0205,020502,02050201,0205020106,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,mosquito_creek
020502010701,lick_run,7.3,1813.91,17644.74,27.56,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010702,trout_run,7.24,1881.57,26733.63,41.77,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010703,moravian_run,5.29,1615.07,11843.23,18.5,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010704,deer_creek,6.34,1654.48,15109.17,23.6,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010705,sandy_creek,5.29,1543.04,11060.24,17.28,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010706,alder_run,5.3,1569.7,15356,23.99,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010707,millstone_run-west_branch_susquehanna_river,9.24,1394.09,30919.46,48.31,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010708,upper_three_runs,8.5,1699.07,10854.56,16.96,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010709,saltlick_run-west_branch_susquehanna_river,9.05,1306.54,23885.03,37.32,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010710,sterling_run,5.37,1593.95,10102.09,15.78,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010711,birch_island_run,7.54,1614.25,11289.42,17.63,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010712,lower_three_runs-west_branch_susquehanna_river,10.34,1576.18,20307.96,31.73,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502010713,burns_run-west_branch_susquehanna_river,12.29,1655.08,24318.1,37.99,pa,02,0205,020502,02050201,0205020107,mid-atlantic,susquehanna,west_branch_susquehanna,upper_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502020101,cowley_run,15.76,1852.93,13846.6,21.63,pa,02,0205,020502,02050202,0205020201,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,sinnemahoning_portage_creek
020502020102,sinnemahoning_portage_creek-driftwood_branch_sinnemahoning_creek,15.53,1735.76,33025.22,51.6,pa,02,0205,020502,02050202,0205020201,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,sinnemahoning_portage_creek
020502020201,elk_fork-driftwood_branch_sinnemahoning_creek,14.05,1840.46,28607.76,44.69,pa,02,0205,020502,02050202,0205020202,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,driftwood_branch_sinnemahoning_creek
020502020202,clear_creek,12.33,1767.69,11550.29,18.04,pa,02,0205,020502,02050202,0205020202,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,driftwood_branch_sinnemahoning_creek
020502020203,north_creek,15.07,1755.35,12089.1,18.88,pa,02,0205,020502,02050202,0205020202,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,driftwood_branch_sinnemahoning_creek
020502020204,west_creek,12.1,1738.29,39885.22,62.32,pa,02,0205,020502,02050202,0205020202,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,driftwood_branch_sinnemahoning_creek
020502020205,hunts_run,11.26,1714.34,19662.61,30.72,pa,02,0205,020502,02050202,0205020202,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,driftwood_branch_sinnemahoning_creek
020502020206,sterling_run,9.94,1587.18,15722.24,24.56,pa,02,0205,020502,02050202,0205020202,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,driftwood_branch_sinnemahoning_creek
020502020207,driftwood_branch_sinnemahoning_creek-sinnemahoning_creek,18.49,1510.47,29360.79,45.87,pa,02,0205,020502,02050202,0205020202,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,driftwood_branch_sinnemahoning_creek
020502020301,upper_bennett_branch_sinnemahoning_creek,10.87,1621.33,20269.37,31.67,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020302,kersey_run,7.14,1829.97,19014.16,29.7,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020303,laurel_run,6.37,1820.35,24176.2,37.77,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020304,medix_run,8.41,1929.54,16316.03,25.49,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020305,middle_bennett_branch_sinnemahoning_creek,11.61,1573.08,33068.87,51.67,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020306,spring_run,10.85,1789.1,14569.51,22.76,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020307,trout_run,12.4,1726.55,21169.51,33.07,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020308,dents_run,10.5,1638.13,16007.62,25.01,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020309,east_branch_hicks_run,11,1679.28,11244.54,17.56,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020310,hicks_run,14.03,1707.31,10649.23,16.63,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020311,mix_run,12.03,1881.06,21291.08,33.26,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020312,lower_bennett_branch_sinnemahoning_creek,15.39,1577.7,26843.77,41.94,pa,02,0205,020502,02050202,0205020203,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,bennett_branch_sinnemahoning_creek
020502020401,big_moores_run,11.37,2005.05,11169.44,17.45,pa,02,0205,020502,02050202,0205020204,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,first_fork_sinnemahoning_creek
020502020402,south_woods_branch,12.4,1954.21,11702.65,18.28,pa,02,0205,020502,02050202,0205020204,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,first_fork_sinnemahoning_creek
020502020403,upper_first_fork_sinnemahoning_creek,16.19,1917.81,21539.32,33.65,pa,02,0205,020502,02050202,0205020204,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,first_fork_sinnemahoning_creek
020502020404,freeman_run,14.55,1898.76,20824.48,32.53,pa,02,0205,020502,02050202,0205020204,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,first_fork_sinnemahoning_creek
020502020405,east_fork_sinnemahoning_creek,16.71,1912.93,35062.25,54.78,pa,02,0205,020502,02050202,0205020204,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,first_fork_sinnemahoning_creek
020502020406,middle_first_fork_sinnemahoning_creek,17.3,1716.07,38485.36,60.13,pa,02,0205,020502,02050202,0205020204,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,first_fork_sinnemahoning_creek
020502020407,lower_first_fork_sinnemahoning_creek,17.19,1764.52,32570.96,50.89,pa,02,0205,020502,02050202,0205020204,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,first_fork_sinnemahoning_creek
020502020501,wykoff_run,10.43,1853.38,15897.62,24.84,pa,02,0205,020502,02050202,0205020205,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,sinnemahoning_creek
020502020502,sinnemahoning_creek-west_branch_susquehanna_river,14.22,1607.81,36789.8,57.48,pa,02,0205,020502,02050202,0205020205,mid-atlantic,susquehanna,west_branch_susquehanna,sinnemahoning,sinnemahoning_creek
020502030101,little_kettle_creek,14.19,1932.33,11684.07,18.25,pa,02,0205,020502,02050203,0205020301,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,kettle_creek
020502030102,upper_kettle_creek,11.97,2049.7,29485.04,46.07,pa,02,0205,020502,02050203,0205020301,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,kettle_creek
020502030103,cross_fork,14.83,1837.29,31981.42,49.97,pa,02,0205,020502,02050203,0205020301,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,kettle_creek
020502030104,hammersley_fork,14.9,1829.8,20849.12,32.57,pa,02,0205,020502,02050203,0205020301,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,kettle_creek
020502030105,middle_kettle_creek,16.48,1606.51,28137.29,43.96,pa,02,0205,020502,02050203,0205020301,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,kettle_creek
020502030106,lower_kettle_creek,13.62,1555.63,35638.05,55.68,pa,02,0205,020502,02050203,0205020301,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,kettle_creek
020502030201,cooks_run,11,1611.2,16446.8,25.69,pa,02,0205,020502,02050203,0205020302,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502030202,fish_dam_run-west_branch_susquehanna_river,16.05,1535.57,12728.09,19.88,pa,02,0205,020502,02050203,0205020302,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502030203,drury_run,9.15,1617.1,11885.32,18.57,pa,02,0205,020502,02050203,0205020302,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502030204,paddy_run,10.47,1690.9,14218.19,22.21,pa,02,0205,020502,02050203,0205020302,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502030205,hall_run-west_branch_susquehanna_river,15.11,1527.21,28445.97,44.44,pa,02,0205,020502,02050203,0205020302,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,upper_west_branch_susquehanna_river
020502030301,left_branch_young_womans_creek,14.22,1716.07,23002.48,35.94,pa,02,0205,020502,02050203,0205020303,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,young_womans_creek
020502030302,young_womans_creek-west_branch_susquehanna_river,12.29,1774.03,33266.05,51.97,pa,02,0205,020502,02050203,0205020303,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,young_womans_creek
020502030401,hyner_run,12.86,1684.97,18521.32,28.93,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030402,rattlesnake_run-west_branch_susquehanna_river,14.64,1473.03,36185.54,56.53,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030403,clendenin_branch_baker_run,11.07,1777.56,10752.81,16.8,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030404,baker_run,9.63,1593.04,11833.17,18.48,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030405,north_fork_tangascootack_creek,10.16,1422.57,12137.29,18.96,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030406,tangascootack_creek,9,1243.77,11350.89,17.73,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030407,lick_run,9.64,1646.17,24406.05,38.13,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030408,ferney_run-west_branch_susquehanna_river,13.14,1223.11,16559.26,25.87,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030409,queens_run,12.38,1399.4,11672.38,18.23,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030410,mcelhattan_creek,8.63,1559.81,13140.4,20.53,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030411,chatham_run,10.15,1309.09,15177.72,23.71,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502030412,reeds_run-west_branch_susquehanna_river,9.37,886.67,22644.99,35.38,pa,02,0205,020502,02050203,0205020304,mid-atlantic,susquehanna,west_branch_susquehanna,middle_west_branch_susquehanna,lower_west_branch_susquehanna_river
020502040101,cedar_run,4.77,1301.22,11189.73,17.48,pa,02,0205,020502,02050204,0205020401,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,spring_creek
020502040102,slab_cabin_run,5.92,1309.18,13816.91,21.58,pa,02,0205,020502,02050204,0205020401,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,spring_creek
020502040103,big_hollow,3.46,1200.04,10941.63,17.09,pa,02,0205,020502,02050204,0205020401,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,spring_creek
020502040104,logan_branch,7.44,1296.81,14427.07,22.54,pa,02,0205,020502,02050204,0205020401,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,spring_creek
020502040105,buffalo_run,7.74,1242.06,17452.68,27.26,pa,02,0205,020502,02050204,0205020401,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,spring_creek
020502040106,spring_creek-bald_eagle_creek,6.93,1198.1,25643.71,40.06,pa,02,0205,020502,02050204,0205020401,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,spring_creek
020502040201,south_fork_beach_creek,6.91,1873,11852.26,18.51,pa,02,0205,020502,02050204,0205020402,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,beech_creek
020502040202,north_fork_beach_creek,5.4,1592.27,13365.9,20.88,pa,02,0205,020502,02050204,0205020402,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,beech_creek
020502040203,sandy_run-beech_creek,7.05,1653.68,31031.07,48.48,pa,02,0205,020502,02050204,0205020402,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,beech_creek
020502040204,big_run,8.13,1776.4,22036.53,34.43,pa,02,0205,020502,02050204,0205020402,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,beech_creek
020502040205,beech_creek-bald_eagle_creek,10.82,1321.02,31492.51,49.2,pa,02,0205,020502,02050204,0205020402,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,beech_creek
020502040301,bull_run-fishing_creek,8.84,1542.6,37233.26,58.17,pa,02,0205,020502,02050204,0205020403,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,fishing_creek
020502040302,little_fishing_creek,8.67,1372.52,27019.53,42.21,pa,02,0205,020502,02050204,0205020403,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,fishing_creek
020502040303,cedar_run,7.13,975.48,9692.5,15.14,pa,02,0205,020502,02050204,0205020403,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,fishing_creek
020502040304,long_run,9.02,1313.25,15680.44,24.5,pa,02,0205,020502,02050204,0205020403,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,fishing_creek
020502040305,cherry_run-fishing_creek,10.52,1262.05,26549.6,41.48,pa,02,0205,020502,02050204,0205020403,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,fishing_creek
020502040401,laurel_run-bald_eagle_creek,10.7,1408.6,31429.73,49.1,pa,02,0205,020502,02050204,0205020404,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,bald_eagle_creek
020502040402,dicks_run-bald_eagle_creek,11.94,1261.73,28905.83,45.16,pa,02,0205,020502,02050204,0205020404,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,bald_eagle_creek
020502040403,wallace_run,13.82,1611.16,14730.09,23.01,pa,02,0205,020502,02050204,0205020404,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,bald_eagle_creek
020502040404,nittany_creek,6.71,1107.7,10849.69,16.95,pa,02,0205,020502,02050204,0205020404,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,bald_eagle_creek
020502040405,lick_run-bald_eagle_creek,10.12,979.41,37585.7,58.72,pa,02,0205,020502,02050204,0205020404,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,bald_eagle_creek
020502040406,marsh_creek,11.6,1301.02,28570.75,44.64,pa,02,0205,020502,02050204,0205020404,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,bald_eagle_creek
020502040407,bald_eagle_creek-west_branch_susquehanna_river,10.46,909.66,23628.51,36.91,pa,02,0205,020502,02050204,0205020404,mid-atlantic,susquehanna,west_branch_susquehanna,bald_eagle,bald_eagle_creek
020502050101,lyman_run,12.02,2174.64,13727.03,21.44,pa,02,0205,020502,02050205,0205020501,mid-atlantic,susquehanna,west_branch_susquehanna,pine,west_branch_pine_creek
020502050102,wetmore_run-west_branch_pine_creek,12.24,2109.65,32147.63,50.23,pa,02,0205,020502,02050205,0205020501,mid-atlantic,susquehanna,west_branch_susquehanna,pine,west_branch_pine_creek
020502050201,ninemile_run,10.41,2227.62,10409.31,16.26,pa,02,0205,020502,02050205,0205020502,mid-atlantic,susquehanna,west_branch_susquehanna,pine,upper_pine_creek
020502050202,headwaters_pine_creek,11.61,2149.97,18272.85,28.55,pa,02,0205,020502,02050205,0205020502,mid-atlantic,susquehanna,west_branch_susquehanna,pine,upper_pine_creek
020502050203,genesee_forks,12,2163.71,22450.01,35.07,pa,02,0205,020502,02050205,0205020502,mid-atlantic,susquehanna,west_branch_susquehanna,pine,upper_pine_creek
020502050204,west_branch_pine_creek-pine_creek,12.78,1963.69,21948.17,34.29,pa,02,0205,020502,02050205,0205020502,mid-atlantic,susquehanna,west_branch_susquehanna,pine,upper_pine_creek
020502050205,phoenix_run,10.62,2015.56,14539.8,22.71,pa,02,0205,020502,02050205,0205020502,mid-atlantic,susquehanna,west_branch_susquehanna,pine,upper_pine_creek
020502050206,elk_run,13.08,1924.69,13624.67,21.28,pa,02,0205,020502,02050205,0205020502,mid-atlantic,susquehanna,west_branch_susquehanna,pine,upper_pine_creek
020502050207,long_run,10.99,1947.25,13919.02,21.74,pa,02,0205,020502,02050205,0205020502,mid-atlantic,susquehanna,west_branch_susquehanna,pine,upper_pine_creek
020502050208,lick_run-pine_creek,13.03,1765.13,18450.57,28.82,pa,02,0205,020502,02050205,0205020502,mid-atlantic,susquehanna,west_branch_susquehanna,pine,upper_pine_creek
020502050301,charleston_creek,7.35,1694.66,13226.5,20.66,pa,02,0205,020502,02050205,0205020503,mid-atlantic,susquehanna,west_branch_susquehanna,pine,marsh_creek
020502050302,asaph_run,9.5,2032.8,10670.54,16.67,pa,02,0205,020502,02050205,0205020503,mid-atlantic,susquehanna,west_branch_susquehanna,pine,marsh_creek
020502050303,marsh_creek-pine_creek,11.16,1683.06,28050.93,43.82,pa,02,0205,020502,02050205,0205020503,mid-atlantic,susquehanna,west_branch_susquehanna,pine,marsh_creek
020502050401,headwaters_babb_creek,6.57,1844.56,27337.31,42.71,pa,02,0205,020502,02050205,0205020504,mid-atlantic,susquehanna,west_branch_susquehanna,pine,babb_creek
020502050402,wilson_creek,7.95,1764.22,14740.85,23.03,pa,02,0205,020502,02050205,0205020504,mid-atlantic,susquehanna,west_branch_susquehanna,pine,babb_creek
020502050403,east_branch_stony_fork,7.65,1734.43,13088.57,20.45,pa,02,0205,020502,02050205,0205020504,mid-atlantic,susquehanna,west_branch_susquehanna,pine,babb_creek
