huc_12,subwatershed_description,rps_slope_mean,rps_elevation_mean,acres,sq_mile,states,huc_2,huc_4,huc_6,huc_8,huc_10,region_description,subregion_description,basin_description,subbasin_description,watershed_description
020801031001,rapidan-rapidan_river,4.21,405.87,17886.57,27.94,va,02,0208,020801,02080103,0208010310,mid-atlantic,lower_chesapeake,lower_chesapeake,rapidan-upper_rappahannock,cedar_run-rapidan_river
020801031002,cedar_run,2.21,389.89,18201.36,28.43,va,02,0208,020801,02080103,0208010310,mid-atlantic,lower_chesapeake,lower_chesapeake,rapidan-upper_rappahannock,cedar_run-rapidan_river
020801031003,potato_run-rapidan_river,2.26,322.29,32320.32,50.5,va,02,0208,020801,02080103,0208010310,mid-atlantic,lower_chesapeake,lower_chesapeake,rapidan-upper_rappahannock,cedar_run-rapidan_river
020801031101,mill_run-mountain_run,3.69,402.87,20574.73,32.14,va,02,0208,020801,02080103,0208010311,mid-atlantic,lower_chesapeake,lower_chesapeake,rapidan-upper_rappahannock,mine_run-rapidan_river
020801031102,mine_run,3.65,388.27,23820.78,37.22,va,02,0208,020801,02080103,0208010311,mid-atlantic,lower_chesapeake,lower_chesapeake,rapidan-upper_rappahannock,mine_run-rapidan_river
020801031103,fields_run-rapidan_river,4.19,321.99,25913.79,40.49,va,02,0208,020801,02080103,0208010311,mid-atlantic,lower_chesapeake,lower_chesapeake,rapidan-upper_rappahannock,mine_run-rapidan_river
020801031104,wilderness_run,4.06,338.42,10575.27,16.52,va,02,0208,020801,02080103,0208010311,mid-atlantic,lower_chesapeake,lower_chesapeake,rapidan-upper_rappahannock,mine_run-rapidan_river
020801031105,hazel_run-rapidan_river,4.65,284.25,14076.16,21.99,va,02,0208,020801,02080103,0208010311,mid-atlantic,lower_chesapeake,lower_chesapeake,rapidan-upper_rappahannock,mine_run-rapidan_river
020801040101,motts_run-rappahannock_river,4.91,258.19,25239.02,39.43,va,02,0208,020801,02080104,0208010401,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,massaponax_creek-rappahannock_river
020801040102,hazel_run-rappahannock_river,3.29,173.91,33940.1,53.03,va,02,0208,020801,02080104,0208010401,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,massaponax_creek-rappahannock_river
020801040103,massaponax_creek,3.42,207.33,24600.94,38.43,va,02,0208,020801,02080104,0208010401,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,massaponax_creek-rappahannock_river
020801040104,muddy_creek-rappahannock_river,2.57,111.71,19735.03,30.83,va,02,0208,020801,02080104,0208010401,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,massaponax_creek-rappahannock_river
020801040201,mount_creek-rappahannock_river,3.6,111.83,38494.33,60.14,va,02,0208,020801,02080104,0208010402,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,mill_creek-rappahannock_river
020801040202,mill_creek,4.89,146.11,22237.83,34.74,va,02,0208,020801,02080104,0208010402,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,mill_creek-rappahannock_river
020801040203,goldenvale_creek-rappahannock_river,3.24,95.55,29988.26,46.85,va,02,0208,020801,02080104,0208010402,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,mill_creek-rappahannock_river
020801040301,portobago_creek-rappahannock_river,3.08,82.69,23854.73,37.27,va,02,0208,020801,02080104,0208010403,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,occupacia_creek-rappahannock_river
020801040302,elmwood_creek,3.26,97.5,13010.52,20.32,va,02,0208,020801,02080104,0208010403,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,occupacia_creek-rappahannock_river
020801040303,peedee_creek-rappahannock_river,2.34,56.76,25528.36,39.88,va,02,0208,020801,02080104,0208010403,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,occupacia_creek-rappahannock_river
020801040304,occupacia_creek,2.75,89.84,31479.47,49.18,va,02,0208,020801,02080104,0208010403,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,occupacia_creek-rappahannock_river
020801040305,brockenbrough_creek-rappahannock_river,2.81,50.05,27844.1,43.5,va,02,0208,020801,02080104,0208010403,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,occupacia_creek-rappahannock_river
020801040401,the_big_swamp-cat_point_creek,4.06,122.65,29192.68,45.61,va,02,0208,020801,02080104,0208010404,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,cat_point_creek-rappahannock_river
020801040402,menokin_bay-cat_point_creek,3.24,81.65,18542.88,28.97,va,02,0208,020801,02080104,0208010404,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,cat_point_creek-rappahannock_river
020801040403,mount_landing_creek,4.54,114.38,16705.27,26.1,va,02,0208,020801,02080104,0208010404,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,cat_point_creek-rappahannock_river
020801040404,hoskins_creek,3.91,114.55,18574.96,29.02,va,02,0208,020801,02080104,0208010404,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,cat_point_creek-rappahannock_river
020801040405,piscataway_creek,3.5,99.69,36736.5,57.4,va,02,0208,020801,02080104,0208010404,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,cat_point_creek-rappahannock_river
020801040406,little_carter_creek-rappahannock_river,1.18,26.92,23953.46,37.42,va,02,0208,020801,02080104,0208010404,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,cat_point_creek-rappahannock_river
020801040501,little_totuskey_creek,3.34,101.42,14004.7,21.88,va,02,0208,020801,02080104,0208010405,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,totuskey_creek-rappahannock_river
020801040502,totuskey_creek,3.49,84.94,29663.47,46.34,va,02,0208,020801,02080104,0208010405,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,totuskey_creek-rappahannock_river
020801040503,farnham_creek,3.2,68.5,11276.53,17.61,va,02,0208,020801,02080104,0208010405,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,totuskey_creek-rappahannock_river
020801040504,cedar_creek-rappahannock_river,1.61,32.69,32541.46,50.84,va,02,0208,020801,02080104,0208010405,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,totuskey_creek-rappahannock_river
020801040601,lancaster_creek,2.65,59.6,20024.91,31.28,va,02,0208,020801,02080104,0208010406,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,lancaster_creek-rappahannock_river
020801040602,parrotts_creek-rappahannock_river,1.61,28.59,40270.54,62.92,va,02,0208,020801,02080104,0208010406,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,lancaster_creek-rappahannock_river
020801040603,lagrange_creek-rappahannock_river,2.14,36.92,30052.92,46.95,va,02,0208,020801,02080104,0208010406,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,lancaster_creek-rappahannock_river
020801040701,western_branch_corrotoman_river,2.89,66.63,28504.38,44.53,va,02,0208,020801,02080104,0208010407,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,corrotoman_river-rappahannock_river
020801040702,eastern_branch_corrotoman_river,3.06,60.2,17257.83,26.96,va,02,0208,020801,02080104,0208010407,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,corrotoman_river-rappahannock_river
020801040703,taylor_creek-corrotoman_river,1,16.94,10464.74,16.35,va,02,0208,020801,02080104,0208010407,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,corrotoman_river-rappahannock_river
020801040704,carter_creek-rappahannock_river,0.92,14.54,17533.89,27.39,va,02,0208,020801,02080104,0208010407,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,corrotoman_river-rappahannock_river
020801040705,locklies_creek-rappahannock_river,0.65,12.95,28497.03,44.52,va,02,0208,020801,02080104,0208010407,mid-atlantic,lower_chesapeake,lower_chesapeake,lower_rappahannock,corrotoman_river-rappahannock_river
020801050101,ni_river,2.91,275.46,33297.86,52.02,va,02,0208,020801,02080105,0208010501,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,poni_river
020801050102,robertson_run-po_river,2.84,355.68,33220.85,51.9,va,02,0208,020801,02080105,0208010501,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,poni_river
020801050103,glady_run,3.01,315.54,10781.46,16.84,va,02,0208,020801,02080105,0208010501,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,poni_river
020801050104,lake_pocahontas-po_river,2.92,244.14,15289.85,23.89,va,02,0208,020801,02080105,0208010501,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,poni_river
020801050105,poni_river,2.83,195.66,13481.04,21.06,va,02,0208,020801,02080105,0208010501,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,poni_river
020801050201,mat_river,2.65,283.35,10043.91,15.69,va,02,0208,020801,02080105,0208010502,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,matta_river-mattaponi_river
020801050202,ta_river,2.72,292.62,17449.23,27.26,va,02,0208,020801,02080105,0208010502,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,matta_river-mattaponi_river
020801050203,matta_river,2.7,222.9,14395.73,22.49,va,02,0208,020801,02080105,0208010502,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,matta_river-mattaponi_river
020801050204,south_river,2.61,230.54,40176.12,62.77,va,02,0208,020801,02080105,0208010502,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,matta_river-mattaponi_river
020801050205,campbell_creek-mattaponi_river,2.22,152.01,32798.79,51.24,va,02,0208,020801,02080105,0208010502,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,matta_river-mattaponi_river
020801050301,polecat_creek,2.57,201.93,31497.71,49.21,va,02,0208,020801,02080105,0208010503,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,polecat_creek-mattaponi_river
020801050302,reedy_creek,2.81,178.22,17321.56,27.06,va,02,0208,020801,02080105,0208010503,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,polecat_creek-mattaponi_river
020801050303,union_swamp-mattaponi_river,2.55,119.57,25340.46,39.59,va,02,0208,020801,02080105,0208010503,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,polecat_creek-mattaponi_river
020801050401,jacks_creek-maracossic_creek,3.14,177.72,31487.16,49.19,va,02,0208,020801,02080105,0208010504,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,maracossic_creek
020801050402,beverly_run,3.44,160.44,39222.26,61.28,va,02,0208,020801,02080105,0208010504,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,maracossic_creek
020801050403,doctors_creek-maracossic_creek,3.5,146.08,17024.68,26.6,va,02,0208,020801,02080105,0208010504,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,maracossic_creek
020801050501,chapel_creek,3.15,137.59,23766.94,37.13,va,02,0208,020801,02080105,0208010505,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,chapel_creek-mattaponi_river
020801050502,gravel_run-mattaponi_river,2.31,94.18,14579.42,22.78,va,02,0208,020801,02080105,0208010505,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,chapel_creek-mattaponi_river
020801050503,herring_creek,2.89,153.03,30215,47.21,va,02,0208,020801,02080105,0208010505,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,chapel_creek-mattaponi_river
020801050504,aylett_creek-mattaponi_river,2.6,84.04,39664.15,61.97,va,02,0208,020801,02080105,0208010505,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,chapel_creek-mattaponi_river
020801050601,garnetts_creek,3.82,114.26,21786.02,34.04,va,02,0208,020801,02080105,0208010506,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,garnetts_creek-mattaponi_river
020801050602,courthouse_creek-mattaponi_river,3.19,68.26,18500.03,28.9,va,02,0208,020801,02080105,0208010506,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,garnetts_creek-mattaponi_river
020801050603,heartquake_creek-mattaponi_river,2.58,60.07,23411.31,36.58,va,02,0208,020801,02080105,0208010506,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,garnetts_creek-mattaponi_river
020801050604,cabin_creek-mattaponi_river,2.44,58.4,28393.18,44.36,va,02,0208,020801,02080105,0208010506,mid-atlantic,lower_chesapeake,lower_chesapeake,mattaponi,garnetts_creek-mattaponi_river
020801060101,dove_fork-south_anna_river,3.52,505.2,31205.69,48.75,va,02,0208,020801,02080106,0208010601,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,upper_south_anna_river
020801060102,wheeler_creek,2.78,441.42,19290.81,30.14,va,02,0208,020801,02080106,0208010601,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,upper_south_anna_river
020801060103,roundabout_creek-south_anna_river,3.83,422.82,33351.69,52.11,va,02,0208,020801,02080106,0208010601,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,upper_south_anna_river
020801060201,harris_creek-south_anna_river,3.58,399.18,28523.23,44.56,va,02,0208,020801,02080106,0208010602,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_south_anna_river
020801060202,fork_creek-south_anna_river,3.26,340.35,36691.31,57.33,va,02,0208,020801,02080106,0208010602,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_south_anna_river
020801060203,cub_creek,2.79,322.62,12285.23,19.19,va,02,0208,020801,02080106,0208010602,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_south_anna_river
020801060204,owens_creek-south_anna_river,2.97,287.01,25650.51,40.07,va,02,0208,020801,02080106,0208010602,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_south_anna_river
020801060301,taylors_creek,2.82,288.04,23678.98,36.99,va,02,0208,020801,02080106,0208010603,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lower_south_anna_river
020801060302,turkey_creek-south_anna_river,2.96,267.83,22791.89,35.61,va,02,0208,020801,02080106,0208010603,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lower_south_anna_river
020801060303,newfound_river,2.64,259.59,26326.63,41.13,va,02,0208,020801,02080106,0208010603,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lower_south_anna_river
020801060304,cedar_creek-south_anna_river,2.77,210.76,39021.48,60.97,va,02,0208,020801,02080106,0208010603,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lower_south_anna_river
020801060401,mountain_run-north_anna_river,4.16,429.87,34703.79,54.22,va,02,0208,020801,02080106,0208010604,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,gold_mine_creek-north_anna_river
020801060402,hickory_creek,3.63,404.08,13122.56,20.5,va,02,0208,020801,02080106,0208010604,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,gold_mine_creek-north_anna_river
020801060403,gold_mine_creek,3.57,379.69,15846.62,24.76,va,02,0208,020801,02080106,0208010604,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,gold_mine_creek-north_anna_river
020801060404,christopher_creek-north_anna_river,3.29,332.5,21281.8,33.25,va,02,0208,020801,02080106,0208010604,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,gold_mine_creek-north_anna_river
020801060501,clear_creek-pamunkey_creek,3.54,407.57,37469.64,58.54,va,02,0208,020801,02080106,0208010605,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,pamunkey_creek
020801060502,terrys_run,3.49,390.71,28251.24,44.14,va,02,0208,020801,02080106,0208010605,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,pamunkey_creek
020801060503,plentiful_creek-pamunkey_creek,3.2,361.14,12821.53,20.03,va,02,0208,020801,02080106,0208010605,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,pamunkey_creek
020801060601,contrary_creek,3.36,363.74,13976.53,21.83,va,02,0208,020801,02080106,0208010606,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lake_anna
020801060602,pigeon_run-lake_anna,2.82,313.2,12967.12,20.26,va,02,0208,020801,02080106,0208010606,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lake_anna
020801060603,elk_creek-lake_anna,2.11,287.92,28244.75,44.13,va,02,0208,020801,02080106,0208010606,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lake_anna
020801060701,upper_little_river,3.01,314.17,38004.56,59.38,va,02,0208,020801,02080106,0208010607,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,little_river
020801060702,lower_little_river,2.78,231.67,37784.98,59.03,va,02,0208,020801,02080106,0208010607,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,little_river
020801060801,northeast_creek,2.99,306.01,27040.09,42.25,va,02,0208,020801,02080106,0208010608,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,northeast_creek-north_anna_river
020801060802,hawkins_creek-north_anna_river,3.04,254.16,26535.7,41.46,va,02,0208,020801,02080106,0208010608,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,northeast_creek-north_anna_river
020801060803,long_creek-north_anna_river,2.73,165.52,32528.59,50.82,va,02,0208,020801,02080106,0208010608,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,northeast_creek-north_anna_river
020801060901,mechumps_creek-pamunkey_river,2.45,129.9,39377.84,61.52,va,02,0208,020801,02080106,0208010609,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,upper_pamunkey_river
020801060902,crump_creek,2.94,149.46,12943.1,20.22,va,02,0208,020801,02080106,0208010609,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,upper_pamunkey_river
020801060903,judy_swamp-pamunkey_river,1.84,91.58,17251.24,26.95,va,02,0208,020801,02080106,0208010609,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,upper_pamunkey_river
020801060904,totopotomoy_creek,2.71,151.61,19573.81,30.58,va,02,0208,020801,02080106,0208010609,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,upper_pamunkey_river
020801061001,hollyfield_pond-pamunkey_river,1.67,64.17,14626.54,22.85,va,02,0208,020801,02080106,0208010610,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_pamunkey_river
020801061002,moncuin_creek,3.28,132.3,16803.45,26.25,va,02,0208,020801,02080106,0208010610,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_pamunkey_river
020801061003,black_creek,4.15,112.7,20565.71,32.13,va,02,0208,020801,02080106,0208010610,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_pamunkey_river
020801061004,montague_creek-pamunkey_river,2.72,97.72,33499.55,52.34,va,02,0208,020801,02080106,0208010610,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_pamunkey_river
020801061005,jacks_creek,2.53,99.01,17726.08,27.69,va,02,0208,020801,02080106,0208010610,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,middle_pamunkey_river
020801061101,cohoke_mill_creek-pamunkey_river,2.17,57.57,38626.45,60.35,va,02,0208,020801,02080106,0208010611,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lower_pamunkey_river
020801061102,mill_creek-pamunkey_river,1.85,34.28,32153.93,50.24,va,02,0208,020801,02080106,0208010611,mid-atlantic,lower_chesapeake,lower_chesapeake,pamunkey,lower_pamunkey_river
020801070101,ware_creek,3.88,69.31,14310.68,22.36,va,02,0208,020801,02080107,0208010701,mid-atlantic,lower_chesapeake,lower_chesapeake,york,upper_york_river
020801070102,philbates_creek-york_river,1.47,32.42,26989.27,42.17,va,02,0208,020801,02080107,0208010701,mid-atlantic,lower_chesapeake,lower_chesapeake,york,upper_york_river
020801070103,poropotank_river,2.77,63.26,26353.32,41.17,va,02,0208,020801,02080107,0208010701,mid-atlantic,lower_chesapeake,lower_chesapeake,york,upper_york_river
020801070104,skimino_creek-york_river,2.46,42.49,25666.57,40.1,va,02,0208,020801,02080107,0208010701,mid-atlantic,lower_chesapeake,lower_chesapeake,york,upper_york_river
020801070201,jones_creek-york_river,1.64,26.96,21010.6,32.82,va,02,0208,020801,02080107,0208010702,mid-atlantic,lower_chesapeake,lower_chesapeake,york,lower_york_river
020801070202,queen_creek,2.82,54.83,15222.41,23.78,va,02,0208,020801,02080107,0208010702,mid-atlantic,lower_chesapeake,lower_chesapeake,york,lower_york_river
020801070203,carter_creek-york_river,1.56,28.55,33178.91,51.84,va,02,0208,020801,02080107,0208010702,mid-atlantic,lower_chesapeake,lower_chesapeake,york,lower_york_river
020801070204,sarah_creek-york_river,0.45,7.59,24016.82,37.52,va,02,0208,020801,02080107,0208010702,mid-atlantic,lower_chesapeake,lower_chesapeake,york,lower_york_river
020801080101,poquoson_river-lower_chesapeake_bay,0.26,10.33,41202.59,64.37,va,02,0208,020801,02080108,0208010801,mid-atlantic,lower_chesapeake,lower_chesapeake,lynnhaven-poquoson,back_river-lower_chesapeake_bay
020801080102,northwest_branch_back_river,0.25,14.91,14694.54,22.96,va,02,0208,020801,02080108,0208010801,mid-atlantic,lower_chesapeake,lower_chesapeake,lynnhaven-poquoson,back_river-lower_chesapeake_bay
020801080103,southwest_branch_back_river,0.28,10.87,16323.36,25.5,va,02,0208,020801,02080108,0208010801,mid-atlantic,lower_chesapeake,lower_chesapeake,lynnhaven-poquoson,back_river-lower_chesapeake_bay
020801080104,back_river-lower_chesapeake_bay,0.12,2.13,13497.33,21.08,va,02,0208,020801,02080108,0208010801,mid-atlantic,lower_chesapeake,lower_chesapeake,lynnhaven-poquoson,back_river-lower_chesapeake_bay
020801080201,lynnhaven_river,0.57,10.86,41347.84,64.6,va,02,0208,020801,02080108,0208010802,mid-atlantic,lower_chesapeake,lower_chesapeake,lynnhaven-poquoson,lynnhaven_river-lower_chesapeake_bay
020801080202,little_creek-lower_chesapeake_bay,0.49,11.98,19864.31,31.03,va,02,0208,020801,02080108,0208010802,mid-atlantic,lower_chesapeake,lower_chesapeake,lynnhaven-poquoson,lynnhaven_river-lower_chesapeake_bay
020801090101,upper_deep_creek,0.26,41.78,16764.89,26.19,de,02,0208,020801,02080109,0208010901,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,deep_creek
020801090102,lower_deep_creek,0.38,37.29,24354.12,38.05,de,02,0208,020801,02080109,0208010901,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,deep_creek
020801090201,hitch_pond_branch,0.26,47.29,17661.45,27.59,"de,md",02,0208,020801,02080109,0208010902,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,broad_creek
020801090202,james_branch,0.32,43.02,15799.21,24.68,"de,md",02,0208,020801,02080109,0208010902,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,broad_creek
020801090203,elliott_pond_branch,0.34,41.41,11374.69,17.77,de,02,0208,020801,02080109,0208010902,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,broad_creek
020801090204,little_creek-broad_creek,0.33,38.12,19212.33,30.01,"de,md",02,0208,020801,02080109,0208010902,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,broad_creek
020801090205,tussocky_branch-broad_creek,0.36,31.55,15122.36,23.62,de,02,0208,020801,02080109,0208010902,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,broad_creek
020801090301,headwaters_marshyhope_creek,0.24,57.75,13228.24,20.66,de,02,0208,020801,02080109,0208010903,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,marshyhope_creek
020801090302,saulsbury_creek-marshyhope_creek,0.33,53.46,27912.3,43.61,"de,md",02,0208,020801,02080109,0208010903,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,marshyhope_creek
020801090303,tommy_wright_branch-marshyhope_creek,0.48,45.96,25644.25,40.06,"de,md",02,0208,020801,02080109,0208010903,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,marshyhope_creek
020801090304,sullivan_branch-marshyhope_creek,0.47,41.57,18042.61,28.19,"de,md",02,0208,020801,02080109,0208010903,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,marshyhope_creek
020801090305,faulkner_branch-marshyhope_creek,0.54,40.26,16012.95,25.02,"de,md",02,0208,020801,02080109,0208010903,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,marshyhope_creek
020801090306,puckum_branch-marshyhope_creek,0.55,34.23,25304.72,39.53,"de,md",02,0208,020801,02080109,0208010903,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,marshyhope_creek
020801090307,stony_bar_creek-marshyhope_creek,0.49,21.31,14394.53,22.49,md,02,0208,020801,02080109,0208010903,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,marshyhope_creek
020801090401,gum_branch,0.26,45.81,19315.92,30.18,de,02,0208,020801,02080109,0208010904,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,upper_nanticoke_river
020801090402,headwaters_nanticoke_river,0.29,50.47,27688.52,43.26,de,02,0208,020801,02080109,0208010904,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,upper_nanticoke_river
020801090403,gravelly_branch,0.31,41.66,24423.03,38.16,de,02,0208,020801,02080109,0208010904,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,upper_nanticoke_river
020801090404,clear_brook-nanticoke_river,0.43,34.54,24014.14,37.52,de,02,0208,020801,02080109,0208010904,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,upper_nanticoke_river
020801090405,butler_mill_branch-nanticoke_river,0.43,29.16,27403.52,42.81,"de,md",02,0208,020801,02080109,0208010904,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,upper_nanticoke_river
020801090406,gales_creek-nanticoke_river,0.41,26.38,27193.19,42.48,"de,md",02,0208,020801,02080109,0208010904,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,upper_nanticoke_river
020801090501,chicone_creek-nanticoke_river,0.42,16.77,18509.08,28.92,md,02,0208,020801,02080109,0208010905,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,lower_nanticoke_river
020801090502,rewastico_creek,0.41,21.76,16259.42,25.4,md,02,0208,020801,02080109,0208010905,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,lower_nanticoke_river
020801090503,quantico_creek,0.42,19.86,15814.88,24.71,md,02,0208,020801,02080109,0208010905,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,lower_nanticoke_river
020801090504,barren_creek-nanticoke_river,0.33,20.43,33134.39,51.77,"de,md",02,0208,020801,02080109,0208010905,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,lower_nanticoke_river
020801090505,wetipquin_creek-nanticoke_river,0.17,3.34,34442.77,53.81,md,02,0208,020801,02080109,0208010905,mid-atlantic,lower_chesapeake,lower_chesapeake,western_lower_delmarva,lower_nanticoke_river
020801100101,middletown_branch-transquaking_river,0.36,15.69,20998.55,32.81,md,02,0208,020801,02080110,0208011001,mid-atlantic,lower_chesapeake,lower_chesapeake,eastern_lower_delmarva,transquaking_river
020801100102,chicamacomico_river,0.32,12.47,35127.3,54.88,md,02,0208,020801,02080110,0208011001,mid-atlantic,lower_chesapeake,lower_chesapeake,eastern_lower_delmarva,transquaking_river
020801100103,doctors_creek-transquaking_river,0.19,2.84,16510.24,25.79,md,02,0208,020801,02080110,0208011001,mid-atlantic,lower_chesapeake,lower_chesapeake,eastern_lower_delmarva,transquaking_river
